chr1	2005982	2006083	0.1193	0.252405	0.856537975	0.33034	0.95315	0.236252632	0.32399	0.604132975	chr1	2006009	2006010	4	3	4	3	5	1	NA	NA	6	1	8	6	5	2	6	2
chr1	2005982	2006083	0.1193	0.252405	0.856537975	0.33034	0.95315	0.236252632	0.32399	0.604132975	chr1	2006010	2006011	NA	NA	11	2	8	2	NA	NA	NA	NA	6	3	NA	NA	NA	NA
chr1	2005982	2006083	0.1193	0.252405	0.856537975	0.33034	0.95315	0.236252632	0.32399	0.604132975	chr1	2006055	2006056	8	0	13	2	6	5	8	1	8	0	19	1	12	1	5	2
chr1	2005982	2006083	0.1193	0.252405	0.856537975	0.33034	0.95315	0.236252632	0.32399	0.604132975	chr1	2006056	2006057	NA	NA	NA	NA	7	4	4	2	NA	NA	7	3	7	0	NA	NA
chr1	2006415	2006516	0.174466667	0.3299225	0.894987342	0.36334	0.9423125	0.347042105	0.37396	0.565064842	chr1	2006454	2006455	8	1	19	0	12	2	11	1	13	0	5	2	17	0	7	0
chr1	2006415	2006516	0.174466667	0.3299225	0.894987342	0.36334	0.9423125	0.347042105	0.37396	0.565064842	chr1	2006455	2006456	NA	NA	NA	NA	9	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2006415	2006516	0.174466667	0.3299225	0.894987342	0.36334	0.9423125	0.347042105	0.37396	0.565064842	chr1	2006463	2006464	9	0	14	4	11	3	13	0	12	0	7	0	18	1	6	1
chr1	2006415	2006516	0.174466667	0.3299225	0.894987342	0.36334	0.9423125	0.347042105	0.37396	0.565064842	chr1	2006464	2006465	NA	NA	NA	NA	8	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2006415	2006516	0.174466667	0.3299225	0.894987342	0.36334	0.9423125	0.347042105	0.37396	0.565064842	chr1	2006490	2006491	9	0	11	2	13	4	14	2	12	1	7	0	14	0	7	1
chr1	2006415	2006516	0.174466667	0.3299225	0.894987342	0.36334	0.9423125	0.347042105	0.37396	0.565064842	chr1	2006491	2006492	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2006846	2006947	0.269483333	0.3112475	0.917798718	0.37032	0.9433	0.2681	0.38875	0.606551218	chr1	2006932	2006933	6	5	9	2	8	7	10	7	9	2	14	10	14	11	6	4
chr1	2006846	2006947	0.269483333	0.3112475	0.917798718	0.37032	0.9433	0.2681	0.38875	0.606551218	chr1	2006933	2006934	5	3	15	2	11	5	12	0	6	4	9	4	6	6	3	4
chr1	2030412	2030513	0.695283333	0.4697125	0.905968354	0.5219	0.96025	0.349652632	0.53639	0.436255854	chr1	2030430	2030431	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2030412	2030513	0.695283333	0.4697125	0.905968354	0.5219	0.96025	0.349652632	0.53639	0.436255854	chr1	2030431	2030432	NA	NA	NA	NA	5	2	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2030412	2030513	0.695283333	0.4697125	0.905968354	0.5219	0.96025	0.349652632	0.53639	0.436255854	chr1	2030462	2030463	NA	NA	NA	NA	NA	NA	6	0	6	0	NA	NA	NA	NA	NA	NA
chr1	2030412	2030513	0.695283333	0.4697125	0.905968354	0.5219	0.96025	0.349652632	0.53639	0.436255854	chr1	2030463	2030464	NA	NA	NA	NA	7	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2030412	2030513	0.695283333	0.4697125	0.905968354	0.5219	0.96025	0.349652632	0.53639	0.436255854	chr1	2030485	2030486	NA	NA	NA	NA	NA	NA	6	0	6	0	NA	NA	NA	NA	NA	NA
chr1	2030412	2030513	0.695283333	0.4697125	0.905968354	0.5219	0.96025	0.349652632	0.53639	0.436255854	chr1	2030486	2030487	NA	NA	NA	NA	8	0	7	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2030412	2030513	0.695283333	0.4697125	0.905968354	0.5219	0.96025	0.349652632	0.53639	0.436255854	chr1	2030497	2030498	NA	NA	NA	NA	NA	NA	7	1	7	0	NA	NA	5	1	NA	NA
chr1	2030412	2030513	0.695283333	0.4697125	0.905968354	0.5219	0.96025	0.349652632	0.53639	0.436255854	chr1	2030498	2030499	NA	NA	NA	NA	6	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2030767	2030868	0.183133333	0.3024775	0.81673038	0.40774	0.9441125	0.254078947	0.41341	0.51425288	chr1	2030768	2030769	NA	NA	7	0	NA	NA	NA	NA	NA	NA	7	1	9	0	NA	NA
chr1	2030767	2030868	0.183133333	0.3024775	0.81673038	0.40774	0.9441125	0.254078947	0.41341	0.51425288	chr1	2030841	2030842	NA	NA	5	1	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2065956	2066057	0.68725	0.393035	0.851616456	0.4281	0.9324375	0.271257895	0.43035	0.458581456	chr1	2066041	2066042	4	2	6	0	11	0	NA	NA	8	1	16	1	7	0	7	0
chr1	2065956	2066057	0.68725	0.393035	0.851616456	0.4281	0.9324375	0.271257895	0.43035	0.458581456	chr1	2066042	2066043	NA	NA	11	1	8	0	NA	NA	8	0	10	0	11	0	8	0
chr1	2174675	2174776	0.24735	0.40655	0.894449367	0.49526	0.9528875	0.384521053	0.49957	0.487899367	chr1	2174695	2174696	NA	NA	4	3	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2174675	2174776	0.24735	0.40655	0.894449367	0.49526	0.9528875	0.384521053	0.49957	0.487899367	chr1	2174696	2174697	NA	NA	5	1	3	4	6	4	7	2	NA	NA	NA	NA	NA	NA
chr1	2174675	2174776	0.24735	0.40655	0.894449367	0.49526	0.9528875	0.384521053	0.49957	0.487899367	chr1	2174743	2174744	NA	NA	10	4	4	2	7	0	NA	NA	6	2	NA	NA	NA	NA
chr1	2174675	2174776	0.24735	0.40655	0.894449367	0.49526	0.9528875	0.384521053	0.49957	0.487899367	chr1	2174744	2174745	7	0	13	2	11	9	11	1	10	3	9	6	9	6	NA	NA
chr1	2174675	2174776	0.24735	0.40655	0.894449367	0.49526	0.9528875	0.384521053	0.49957	0.487899367	chr1	2174774	2174775	4	2	6	6	3	3	6	2	3	4	6	4	NA	NA	NA	NA
chr1	2174675	2174776	0.24735	0.40655	0.894449367	0.49526	0.9528875	0.384521053	0.49957	0.487899367	chr1	2174775	2174776	5	3	9	7	8	10	5	6	7	2	2	13	4	12	NA	NA
chr1	2188844	2188945	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421	0.25868	0.59471193	chr1	2188861	2188862	NA	NA	NA	NA	NA	NA	NA	NA	9	0	9	0	NA	NA	NA	NA
chr1	2188844	2188945	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421	0.25868	0.59471193	chr1	2188862	2188863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr1	2188844	2188945	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421	0.25868	0.59471193	chr1	2188865	2188866	NA	NA	NA	NA	NA	NA	NA	NA	9	0	9	0	NA	NA	NA	NA
chr1	2188844	2188945	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421	0.25868	0.59471193	chr1	2188873	2188874	NA	NA	NA	NA	NA	NA	NA	NA	8	0	7	1	NA	NA	NA	NA
chr1	2188844	2188945	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421	0.25868	0.59471193	chr1	2188877	2188878	NA	NA	NA	NA	NA	NA	NA	NA	7	1	6	1	NA	NA	NA	NA
chr1	2188844	2188945	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421	0.25868	0.59471193	chr1	2188922	2188923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0
chr1	2188844	2188945	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421	0.25868	0.59471193	chr1	2188930	2188931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0
chr1	2188844	2188945	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421	0.25868	0.59471193	chr1	2188937	2188938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0
chr1	2191352	2191453	0.166366667	0.400405	0.909441772	0.37832	0.9280375	0.488057895	0.38533	0.509036772	chr1	2191382	2191383	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2191352	2191453	0.166366667	0.400405	0.909441772	0.37832	0.9280375	0.488057895	0.38533	0.509036772	chr1	2191383	2191384	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2191352	2191453	0.166366667	0.400405	0.909441772	0.37832	0.9280375	0.488057895	0.38533	0.509036772	chr1	2191430	2191431	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2234701	2234802	0.2407	0.416725	0.846943038	0.491	0.91455	0.410647368	0.49675	0.430218038	chr1	2234716	2234717	NA	NA	2	9	1	6	0	7	NA	NA	3	11	2	4	NA	NA
chr1	2234701	2234802	0.2407	0.416725	0.846943038	0.491	0.91455	0.410647368	0.49675	0.430218038	chr1	2234717	2234718	NA	NA	NA	NA	NA	NA	2	12	NA	NA	0	10	NA	NA	NA	NA
chr1	2483736	2483837	0.357083333	0.5234725	0.840321519	0.62704	0.9603	0.485315789	0.64402	0.316849019	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr1	2866617	2866718	0.15265	0.322215	0.857612658	0.45054	0.94215	0.247278947	0.50217	0.535397658	chr1	2866623	2866624	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	5	2	6	1
chr1	2866617	2866718	0.15265	0.322215	0.857612658	0.45054	0.94215	0.247278947	0.50217	0.535397658	chr1	2866645	2866646	NA	NA	NA	NA	NA	NA	3	5	NA	NA	NA	NA	5	2	NA	NA
chr1	2866617	2866718	0.15265	0.322215	0.857612658	0.45054	0.94215	0.247278947	0.50217	0.535397658	chr1	2866687	2866688	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2899606	2899707	0.39475	0.346805	0.810525316	0.41322	0.9133	0.263647368	0.44283	0.463720316	chr1	2899608	2899609	NA	NA	13	2	NA	NA	9	1	NA	NA	10	0	NA	NA	9	1
chr1	2899606	2899707	0.39475	0.346805	0.810525316	0.41322	0.9133	0.263647368	0.44283	0.463720316	chr1	2899684	2899685	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2900113	2900214	0.751866667	0.4885175	0.826686076	0.4666	0.9034375	0.415721053	0.47978	0.338168576	chr1	2900124	2900125	NA	NA	6	0	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2900113	2900214	0.751866667	0.4885175	0.826686076	0.4666	0.9034375	0.415721053	0.47978	0.338168576	chr1	2900125	2900126	NA	NA	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	2900113	2900214	0.751866667	0.4885175	0.826686076	0.4666	0.9034375	0.415721053	0.47978	0.338168576	chr1	2900213	2900214	NA	NA	7	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3133713	3133814	0.103816667	0.4735875	0.845489873	0.59884	0.9716625	0.484268421	0.61253	0.371902373	chr1	3133716	3133717	NA	NA	NA	NA	NA	NA	7	1	NA	NA	3	3	NA	NA	NA	NA
chr1	3133713	3133814	0.103816667	0.4735875	0.845489873	0.59884	0.9716625	0.484268421	0.61253	0.371902373	chr1	3133717	3133718	NA	NA	NA	NA	NA	NA	5	5	7	0	NA	NA	NA	NA	NA	NA
chr1	3133713	3133814	0.103816667	0.4735875	0.845489873	0.59884	0.9716625	0.484268421	0.61253	0.371902373	chr1	3133772	3133773	NA	NA	NA	NA	NA	NA	7	1	6	0	4	2	NA	NA	NA	NA
chr1	3133713	3133814	0.103816667	0.4735875	0.845489873	0.59884	0.9716625	0.484268421	0.61253	0.371902373	chr1	3133773	3133774	NA	NA	NA	NA	NA	NA	7	2	NA	NA	NA	NA	5	1	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133817	3133818	NA	NA	NA	NA	7	0	NA	NA	5	1	7	0	5	1	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133818	3133819	6	1	NA	NA	6	0	5	1	7	0	NA	NA	NA	NA	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133820	3133821	NA	NA	NA	NA	2	5	NA	NA	3	3	3	4	4	2	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133821	3133822	3	4	NA	NA	1	5	4	2	5	2	NA	NA	NA	NA	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133822	3133823	NA	NA	NA	NA	1	6	NA	NA	2	4	3	3	1	5	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133823	3133824	4	3	NA	NA	1	5	2	4	4	3	NA	NA	NA	NA	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133884	3133885	NA	NA	3	3	1	7	NA	NA	6	1	NA	NA	2	4	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133885	3133886	3	4	1	5	NA	NA	4	3	NA	NA	NA	NA	3	4	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133906	3133907	NA	NA	5	2	7	1	5	1	6	4	3	4	4	2	NA	NA
chr1	3133807	3133908	0.161433333	0.3815625	0.830041772	0.53294	0.9526125	0.326210526	0.54312	0.448479272	chr1	3133907	3133908	4	3	4	2	6	2	4	2	NA	NA	NA	NA	5	2	NA	NA
chr1	3135325	3135426	0.237666667	0.465945	0.898350633	0.57116	0.96795	0.457652632	0.56606	0.432405633	chr1	3135332	3135333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	NA	NA	NA	NA
chr1	3135325	3135426	0.237666667	0.465945	0.898350633	0.57116	0.96795	0.457652632	0.56606	0.432405633	chr1	3135362	3135363	NA	NA	NA	NA	NA	NA	2	4	NA	NA	1	6	NA	NA	NA	NA
chr1	3135325	3135426	0.237666667	0.465945	0.898350633	0.57116	0.96795	0.457652632	0.56606	0.432405633	chr1	3135367	3135368	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3135325	3135426	0.237666667	0.465945	0.898350633	0.57116	0.96795	0.457652632	0.56606	0.432405633	chr1	3135368	3135369	NA	NA	NA	NA	NA	NA	2	5	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3135325	3135426	0.237666667	0.465945	0.898350633	0.57116	0.96795	0.457652632	0.56606	0.432405633	chr1	3135373	3135374	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3135325	3135426	0.237666667	0.465945	0.898350633	0.57116	0.96795	0.457652632	0.56606	0.432405633	chr1	3135374	3135375	NA	NA	NA	NA	NA	NA	2	5	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136284	3136285	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136285	3136286	NA	NA	NA	NA	6	0	8	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136292	3136293	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136293	3136294	NA	NA	NA	NA	5	1	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136295	3136296	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136296	3136297	NA	NA	NA	NA	6	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136302	3136303	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136303	3136304	NA	NA	NA	NA	5	1	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136326	3136327	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136327	3136328	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136333	3136334	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136334	3136335	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136349	3136350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136350	3136351	NA	NA	NA	NA	NA	NA	11	0	NA	NA	6	0	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136364	3136365	NA	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3136283	3136384	0.151666667	0.3932075	0.8781	0.51802	0.9318	0.363078947	0.53297	0.4848925	chr1	3136365	3136366	NA	NA	2	4	NA	NA	11	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3144660	3144761	0.296	0.476755	0.81961519	0.52524	0.9016625	0.469642105	0.57448	0.34286019	chr1	3144665	3144666	NA	NA	8	0	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA
chr1	3144660	3144761	0.296	0.476755	0.81961519	0.52524	0.9016625	0.469642105	0.57448	0.34286019	chr1	3144715	3144716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	6	0
chr1	3144660	3144761	0.296	0.476755	0.81961519	0.52524	0.9016625	0.469642105	0.57448	0.34286019	chr1	3144716	3144717	NA	NA	13	1	NA	NA	7	1	6	0	NA	NA	NA	NA	NA	NA
chr1	3144660	3144761	0.296	0.476755	0.81961519	0.52524	0.9016625	0.469642105	0.57448	0.34286019	chr1	3144735	3144736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1	NA	NA
chr1	3144660	3144761	0.296	0.476755	0.81961519	0.52524	0.9016625	0.469642105	0.57448	0.34286019	chr1	3144736	3144737	NA	NA	14	2	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3277475	3277576	0.785133333	0.433315	0.904567089	0.48026	0.9207125	0.277984211	0.49388	0.471252089	chr1	3277529	3277530	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3277475	3277576	0.785133333	0.433315	0.904567089	0.48026	0.9207125	0.277984211	0.49388	0.471252089	chr1	3277575	3277576	NA	NA	9	0	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA
chr1	3277507	3277608	0.870916667	0.5097725	0.95963038	0.5119	0.975075	0.386273684	0.52667	0.44985788	chr1	3277529	3277530	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	3277507	3277608	0.870916667	0.5097725	0.95963038	0.5119	0.975075	0.386273684	0.52667	0.44985788	chr1	3277575	3277576	NA	NA	9	0	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA
