"cereb_average","all_brain_average","other_brain_avg","pref_average","leuk_average","white_matter","chr","start","X.Sample_geo_accession"
0.157066666666667,0.315135,0.808920253164557,0.42256,0.925875,0.274826315789474,"1",170253944,"cg04909854"
0.411483333333333,0.432075,0.891308860759494,0.48378,0.9420375,0.399078947368421,"1",174417175,"cg07828612"
0.60025,0.41903,0.90645,0.49758,0.9493125,0.298578947368421,"1",174417375,"cg00335361"
0.19765,0.44865,0.858241772151899,0.59562,0.9542625,0.403610526315789,"1",178508868,"cg08660555"
0.806783333333333,0.40693,0.848791139240506,0.48896,0.9148875,0.203957894736842,"1",179891204,"cg03516705"
0.59555,0.27874,0.811873417721519,0.25692,0.922575,0.194231578947368,"1",183952796,"cg12136256"
0.81465,0.4667825,0.858122784810127,0.4496,0.942925,0.385452631578947,"1",193150499,"cg16712103"
0.788383333333333,0.4995625,0.907562025316456,0.62054,0.9392,0.314752631578947,"1",198828060,"cg01092932"
0.7784,0.471225,0.838294936708861,0.56118,0.90915,0.289794736842105,"1",199052402,"cg19938167"
0.854166666666667,0.49301,0.915373417721519,0.55746,0.9613625,0.331257894736842,"1",201700486,"cg04277574"
0.330566666666667,0.359675,0.825407594936709,0.36994,0.9103,0.359136842105263,"1",201794425,"cg09795973"
0.787083333333333,0.43707,0.851673417721519,0.47358,0.9294375,0.285889473684211,"1",202092285,"cg02751839"
0.540783333333333,0.4230425,0.813048101265823,0.48732,0.9341,0.3205,"1",202537837,"cg12581598"
0.80715,0.495035,0.822721518987342,0.4668,0.9418375,0.412657894736842,"1",203840145,"cg24721789"
0.867266666666667,0.4538125,0.86796582278481,0.48432,0.933725,0.278215789473684,"1",204339486,"cg18316735"
0.315366666666667,0.420095,0.809740506329114,0.54772,0.9523375,0.353957894736842,"1",204518670,"cg17158762"
0.4219,0.4926875,0.95270641025641,0.67378,0.946375,0.363478947368421,"1",204985932,"cg18861810"
0.16425,0.36839,0.81676582278481,0.52462,0.9336,0.306163157894737,"1",205011227,"cg19917714"
0.305066666666667,0.4782275,0.900486075949367,0.7087,0.973025,0.355026315789474,"1",205039083,"cg15460899"
0.510183333333333,0.478075,0.841006329113924,0.59882,0.9272125,0.371221052631579,"1",205042927,"cg02914063"
0.86565,0.43434,0.845512658227848,0.493,0.9397,0.245410526315789,"1",205897809,"cg05749351"
0.479083333333333,0.47607,0.852254430379747,0.44136,0.962225,0.499621052631579,"1",207992548,"cg22714290"
0.328933333333333,0.38641,0.802845569620253,0.45808,0.95555,0.344547368421053,"1",212002499,"cg01168776"
0.7768,0.4564475,0.831611392405063,0.41932,0.9439,0.3929,"1",212261297,"cg02900760"
0.0955,0.3765725,0.897773417721519,0.33394,0.9512,0.486147368421053,"1",213562740,"cg12334079"
0.235066666666667,0.4158875,0.841360759493671,0.42014,0.908925,0.466394736842105,"1",214834360,"cg22041712"
0.5204,0.393245,0.814101265822785,0.51002,0.9001625,0.260836842105263,"1",215773070,"cg19910763"
0.838533333333333,0.4973975,0.840496202531646,0.55332,0.907175,0.339294736842105,"1",221912247,"cg21908420"
0.897166666666667,0.4725975,0.922613924050633,0.545,0.9505375,0.281163157894737,"1",223968151,"cg07374490"
0.793433333333333,0.4316025,0.803811392405063,0.47308,0.905075,0.280178947368421,"1",224026237,"cg12206317"
0.209433333333333,0.2966825,0.825777215189873,0.4396,0.9648,0.194136842105263,"1",227163427,"cg00786909"
0.226566666666667,0.3937875,0.858688607594937,0.49402,0.933,0.318715789473684,"1",227163700,"cg25974484"
0.1639,0.4196625,0.870473417721519,0.46532,0.9409375,0.461868421052632,"1",229475308,"cg21582311"
0.163866666666667,0.3263125,0.842481012658228,0.32656,0.93735,0.365173684210526,"1",230272306,"cg26525772"
0.165516666666667,0.336365,0.835592405063291,0.35708,0.9643375,0.368768421052632,"1",230272358,"cg16698674"
0.133916666666667,0.3523425,0.830069620253165,0.33874,0.954725,0.428042105263158,"1",230272611,"cg16246661"
0.2101,0.417495,0.814498734177215,0.41274,0.94485,0.486921052631579,"1",230272656,"cg11795921"
0.835683333333333,0.3819725,0.875688607594937,0.433,0.9463375,0.178736842105263,"1",230992843,"cg15324917"
0.808333333333333,0.4385275,0.843129113924051,0.5631,0.91955,0.218463157894737,"1",234819745,"cg19087171"
0.89,0.4899125,0.837970886075949,0.55818,0.9561,0.307847368421053,"1",234852797,"cg22699768"
0.1325,0.352655,0.827356962025317,0.51464,0.902525,0.307231578947368,"1",242611826,"cg00349573"
0.560666666666667,0.2512575,0.8655,0.21244,0.9379,0.173431578947368,"1",243584861,"cg21526778"
0.2356,0.24557,0.816981012658228,0.31382,0.94845,0.199284210526316,"1",243877447,"cg17133045"
0.110983333333333,0.22468,0.897520253164557,0.31564,0.9578875,0.188173684210526,"1",244217209,"cg26521186"
0.1055,0.227535,0.889003797468354,0.30378,0.9473375,0.204931578947368,"1",244217562,"cg01983216"
0.64815,0.3994925,0.920382278481013,0.48462,0.96535,0.2488,"1",244318867,"cg15393025"
0.831266666666667,0.438425,0.849277215189873,0.54466,0.9099625,0.231789473684211,"1",244609066,"cg14649566"
0.2187,0.39291,0.809,0.54432,0.940425,0.316742105263158,"1",245209111,"cg05128437"
0.12705,0.44745,0.826663291139241,0.6055,0.9542125,0.421321052631579,"1",245534821,"cg12448285"
0.7701,0.4545,0.861674683544304,0.4609,0.9490125,0.324105263157895,"1",245581404,"cg25730298"
0.304133333333333,0.3534625,0.881873417721519,0.42822,0.9360125,0.3087,"1",245753302,"cg26429783"
0.538166666666667,0.454755,0.800891139240506,0.57516,0.9317,0.353610526315789,"2",681320,"cg20966539"
0.128066666666667,0.3896075,0.873082278481013,0.41834,0.928825,0.460189473684211,"2",2328391,"cg03326215"
0.148833333333333,0.3921325,0.837567088607595,0.41034,0.901,0.460773684210526,"2",2337093,"cg06588782"
0.889316666666667,0.49564,0.88019746835443,0.59888,0.9466,0.292678947368421,"2",3192911,"cg20862860"
0.1614,0.3547125,0.881746835443038,0.4426,0.9651625,0.341136842105263,"2",3270259,"cg07131274"
0.134716666666667,0.38081,0.878716455696202,0.4051,0.9756,0.435468421052632,"2",3285967,"cg03646994"
0.738316666666667,0.36961,0.91449358974359,0.37356,0.9659,0.235473684210526,"2",3292757,"cg03025986"
0.4114,0.2251,0.816678481012658,0.25532,0.934475,0.140305263157895,"2",3403300,"cg13173536"
0.335666666666667,0.4287275,0.817325316455696,0.52158,0.9537375,0.379152631578947,"2",3463558,"cg08094235"
0.81555,0.3968,0.881210126582278,0.44116,0.97115,0.219536842105263,"2",3480658,"cg05777919"
0.87535,0.46104,0.905053164556962,0.49748,0.9403875,0.295378947368421,"2",3704793,"cg21132587"
0.80365,0.4838925,0.86190253164557,0.51972,0.9570375,0.349147368421053,"2",6115711,"cg19452338"
0.829216666666667,0.4231975,0.851926582278481,0.3878,0.955975,0.324252631578947,"2",6122798,"cg26881307"
0.835766666666667,0.4081575,0.868716455696202,0.4159,0.929375,0.253084210526316,"2",6122814,"cg08180229"
0.488933333333333,0.379945,0.896424050632911,0.44846,0.9475375,0.294315789473684,"2",7073095,"cg08058160"
0.80805,0.4782825,0.9074,0.51106,0.9171,0.3506,"2",7073129,"cg17918184"
0.22325,0.42083,0.800312658227848,0.45092,0.96115,0.449926315789474,"2",9387472,"cg14710529"
0.517483333333333,0.39205,0.872896202531646,0.47674,0.9258,0.288831578947368,"2",11989691,"cg22004089"
0.193616666666667,0.34817,0.821856962025316,0.41854,0.9001375,0.336115789473684,"2",16124662,"cg05996160"
0.881166666666667,0.4957025,0.829856962025316,0.45222,0.946875,0.404815789473684,"2",16796185,"cg14125542"
0.684183333333333,0.43652,0.839143037974684,0.39758,0.924625,0.382989473684211,"2",16816994,"cg10288578"
0.286583333333333,0.3028925,0.878379746835443,0.36676,0.9538125,0.260921052631579,"2",23879137,"cg00746446"
0.839766666666667,0.3293575,0.899273417721519,0.32472,0.9622,0.168994736842105,"2",24443636,"cg05139187"
0.4055,0.29747,0.860948101265823,0.37844,0.936675,0.193510526315789,"2",25045211,"cg06293172"
0.499866666666667,0.3822425,0.804264556962025,0.47284,0.9066625,0.278142105263158,"2",29698784,"cg20921659"
0.737666666666667,0.2993775,0.882264556962025,0.33926,0.90055,0.120457894736842,"2",30041338,"cg00073794"
0.511666666666667,0.454845,0.895511392405063,0.59272,0.961825,0.338284210526316,"2",30796122,"cg20269797"
0.626,0.3825325,0.816089873417722,0.40096,0.953325,0.2835,"2",33906282,"cg17370319"
0.479483333333333,0.38702,0.846278481012658,0.50284,0.9497625,0.258263157894737,"2",37734390,"cg25341268"
0.7053,0.4812625,0.87256582278481,0.52732,0.9196375,0.396478947368421,"2",40377776,"cg17740179"
0.8458,0.4973425,0.803020253164557,0.43296,0.956025,0.446878947368421,"2",40646370,"cg04365777"
0.821666666666667,0.44201,0.85496835443038,0.49046,0.9222125,0.268226315789474,"2",43328657,"cg00909401"
0.305966666666667,0.374875,0.870643037974684,0.53696,0.919075,0.2775,"2",44457733,"cg26828767"
0.840216666666667,0.491135,0.815707594936709,0.60008,0.9272875,0.295463157894737,"2",46621477,"cg04915891"
0.314416666666667,0.3320825,0.829208860759494,0.44274,0.9494875,0.245157894736842,"2",48677627,"cg11433659"
0.842116666666667,0.45325,0.886705063291139,0.52696,0.91525,0.255905263157895,"2",51228125,"cg15573998"
0.20745,0.380355,0.897550632911392,0.41374,0.9356,0.425015789473684,"2",51254132,"cg21203781"
0.198583333333333,0.30167,0.920429113924051,0.35302,0.91115,0.302768421052632,"2",51254170,"cg22573528"
0.46295,0.40337,0.841018987341772,0.46736,0.9270375,0.341036842105263,"2",54087517,"cg10124812"
0.5816,0.4675,0.838837974683544,0.40888,0.9220375,0.4818,"2",54087552,"cg11939825"
0.2006,0.4132175,0.858840506329114,0.5232,0.9638625,0.406694736842105,"2",54292798,"cg01312167"
0.640983333333333,0.335965,0.831854430379747,0.46588,0.93975,0.137310526315789,"2",54611906,"cg03393769"
0.7983,0.42688,0.849220253164557,0.45232,0.94545,0.296731578947368,"2",54756247,"cg13179330"
0.247383333333333,0.26941,0.861784810126582,0.34638,0.950725,0.217257894736842,"2",55174473,"cg04768463"
0.69415,0.4926225,0.808079746835443,0.52526,0.959275,0.415984210526316,"2",55199843,"cg15913875"
0.765366666666667,0.4615525,0.834762025316456,0.56706,0.9236,0.293157894736842,"2",61104882,"cg10504588"
0.605566666666667,0.464305,0.87336329113924,0.60458,0.9615125,0.311557894736842,"2",64844761,"cg17736821"
0.231716666666667,0.302065,0.811798734177215,0.4068,0.948375,0.234578947368421,"2",66689807,"cg14553338"
0.666766666666667,0.3914,0.867610126582278,0.43604,0.959725,0.264673684210526,"2",69662765,"cg07410210"
0.741966666666667,0.4598875,0.8146,0.48072,0.9021375,0.3352,"2",70377064,"cg14475620"
0.676066666666667,0.3612775,0.807627848101266,0.42826,0.9629,0.199626315789474,"2",71823484,"cg12245706"
0.772716666666667,0.3716575,0.82613164556962,0.45008,0.96705,0.168410526315789,"2",71823517,"cg14196395"
0.330866666666667,0.412425,0.827203797468354,0.56668,0.9420375,0.324268421052632,"2",73478549,"cg19515186"
0.283433333333333,0.4578925,0.872218987341772,0.60552,0.9356875,0.413568421052632,"2",74066962,"cg27275022"
0.61695,0.4884025,0.86273417721519,0.46512,0.9625,0.468436842105263,"2",74602278,"cg06909228"
0.475983333333333,0.4208325,0.816391139240506,0.46254,0.9594875,0.370847368421053,"2",74663482,"cg11994630"
0.838833333333333,0.4818125,0.837610126582279,0.59282,0.925125,0.282468421052632,"2",80060018,"cg15831228"
0.80335,0.4184825,0.849348101265823,0.50144,0.9493,0.222989473684211,"2",84662664,"cg17336337"
0.39195,0.4896825,0.818978481012658,0.53626,0.9397875,0.4849,"2",97526497,"cg17819119"
0.4678,0.2845525,0.839037974683544,0.32144,0.901175,0.190178947368421,"2",98858595,"cg20307292"
0.835383333333333,0.4954875,0.872969620253165,0.58946,0.940475,0.30811052631579,"2",100481106,"cg02571054"
0.859583333333333,0.4908075,0.891827848101266,0.51724,0.9624875,0.342505263157895,"2",101511926,"cg13371883"
0.853433333333333,0.42705,0.812782278481013,0.4543,0.9254625,0.270731578947368,"2",102326438,"cg18327695"
0.75985,0.487305,0.823240506329114,0.53798,0.903875,0.345236842105263,"2",102410963,"cg21670828"
0.844933333333333,0.450655,0.884459493670886,0.4005,0.9653625,0.365468421052632,"2",102460597,"cg08583240"
0.751816666666667,0.485615,0.877451898734177,0.56622,0.941175,0.341057894736842,"2",102475470,"cg17032990"
0.445483333333333,0.3920425,0.884429113924051,0.39066,0.911525,0.388331578947368,"2",105118572,"cg21385746"
0.220916666666667,0.268265,0.898567088607595,0.32984,0.9532875,0.217863157894737,"2",105318274,"cg24133488"
0.718916666666667,0.4965875,0.811773417721519,0.49754,0.96075,0.434157894736842,"2",106055450,"cg04376709"
0.77795,0.4909975,0.803051898734177,0.4746,0.971725,0.421668421052632,"2",106055458,"cg04942516"
0.6787,0.33328,0.808122784810127,0.38658,0.93525,0.190015789473684,"2",107679531,"cg27431625"
0.823433333333333,0.49532,0.81943417721519,0.58794,0.95765,0.312242105263158,"2",109177239,"cg11911286"
0.485633333333333,0.321315,0.809091139240506,0.42742,0.927525,0.177231578947368,"2",114584240,"cg21408197"
0.8149,0.466335,0.861867088607595,0.5728,0.9456875,0.277731578947368,"2",119987813,"cg08024822"
0.611733333333333,0.4513125,0.882889873417722,0.57456,0.9597125,0.308094736842105,"2",121036705,"cg27505472"
0.816,0.3932325,0.80353164556962,0.40098,0.910175,0.241526315789474,"2",121545260,"cg15699099"
0.675866666666667,0.4183775,0.806287341772152,0.52194,0.9201875,0.264268421052632,"2",121741143,"cg02774705"
0.187333333333333,0.3576275,0.826048101265823,0.51916,0.9516125,0.269205263157895,"2",127861092,"cg17531430"
0.493333333333333,0.3644,0.888435443037975,0.455,0.9634125,0.245231578947368,"2",128403133,"cg23528975"
0.265866666666667,0.3515725,0.878532911392405,0.39414,0.9657375,0.343963157894737,"2",130636142,"cg23681687"
0.155616666666667,0.3072575,0.848526582278481,0.47514,0.9264125,0.223447368421053,"2",134357740,"cg01663008"
0.470933333333333,0.39105,0.870151898734177,0.44794,0.9533875,0.326426315789474,"2",135985164,"cg05676570"
0.822583333333333,0.450425,0.911715189873418,0.46254,0.9197875,0.316742105263158,"2",145196972,"cg03303633"
0.16575,0.4222075,0.846262025316456,0.46212,0.92635,0.467536842105263,"2",148109723,"cg24828316"
0.69735,0.4550925,0.81786835443038,0.58232,0.9331875,0.277184210526316,"2",153266693,"cg22923154"
0.767516666666667,0.3608425,0.880388607594937,0.4282,0.9394,0.168921052631579,"2",153456688,"cg21860045"
0.863383333333333,0.430515,0.855981012658228,0.47628,0.935275,0.253389473684211,"2",153474786,"cg25751974"
0.474383333333333,0.3576175,0.831293023255814,0.42886,0.9176875,0.293994736842105,"2",156403454,"cg26480091"
0.29815,0.468565,0.845952564102564,0.57832,0.94585,0.446673684210526,"2",159327413,"cg24519780"
0.55745,0.4594025,0.801281012658228,0.4884,0.9254125,0.394036842105263,"2",168803242,"cg18009575"
0.695933333333333,0.4505825,0.863258227848101,0.54772,0.944575,0.284394736842105,"2",169025892,"cg06754557"
0.232433333333333,0.3923225,0.810151898734177,0.54448,0.94165,0.330242105263158,"2",169757780,"cg07338205"
0.720783333333333,0.4780025,0.845906329113924,0.46898,0.9423375,0.386515789473684,"2",171828959,"cg04198323"
0.785383333333333,0.4962925,0.856858227848101,0.51676,0.9358125,0.383594736842105,"2",174171585,"cg22992137"
0.68105,0.4935575,0.85606582278481,0.58128,0.9604625,0.367405263157895,"2",175629219,"cg15580167"
0.820333333333333,0.469425,0.848184810126582,0.54384,0.936,0.310278947368421,"2",175629267,"cg18003659"
0.85135,0.4871075,0.85586835443038,0.49738,0.9388,0.356142105263158,"2",175661561,"cg01454638"
0.51475,0.392205,0.846301265822785,0.4948,0.951075,0.256547368421053,"2",182850441,"cg24647971"
0.4888,0.345405,0.873818987341772,0.50032,0.934875,0.175942105263158,"2",182850683,"cg13218739"
0.7544,0.476045,0.846524050632911,0.57938,0.93435,0.305668421052632,"2",184402122,"cg21083247"
0.255933333333333,0.4020875,0.855616455696203,0.47296,0.9509875,0.390610526315789,"2",187583790,"cg21166989"
0.495716666666667,0.457975,0.809827848101266,0.54402,0.944925,0.365215789473684,"2",190926986,"cg24528866"
