chr3	87083121	87083122	0
chr5	101352745	101352746	0
chr3	136059363	136059364	0
chr5	44785079	44785080	0
chr15	39542392	39542393	0
chr10	74993974	74993975	0
chr1	56102708	56102709	0
chr4	3236207	3236208	0
chr8	81259796	81259797	0
chr3	174101261	174101262	0
chr7	106392523	106392524	0
chr1	246763297	246763298	0
chr13	49869361	49869362	0
chr12	93626791	93626792	0
chr15	44925656	44925657	0
chr2	220671320	220671321	0
chr3	187147964	187147965	0
chr14	68839295	68839296	0
chr4	39010888	39010889	0
chr7	98857931	98857932	0
chr10	59191277	59191278	0
chr8	81395533	81395534	0
chr6	79159769	79159770	0
chr3	116568527	116568528	0
chr6	24969253	24969254	0
chr6	159152146	159152147	0
chr7	12621016	12621017	0
chr9	21721641	21721642	0
chr2	198761079	198761080	0
chr13	48445599	48445600	0
chr21	17533581	17533582	0
chr16	17727091	17727092	0
chr15	33903116	33903117	0
chr2	216087747	216087748	0
chr6	137022054	137022055	0
chr5	3401982	3401983	0
chr13	51075140	51075141	0
chr7	128999434	128999435	0
chr2	112870212	112870213	0
chr7	145456104	145456105	0
chr6	65358057	65358058	0
chr6	152125185	152125186	0
chr1	99225848	99225849	0
chr2	29427722	29427723	0
chr11	121394813	121394814	0
chr11	69579489	69579490	0
chr8	12576372	12576373	0
chr9	125724280	125724281	0
chr21	19391526	19391527	0
chr7	24453411	24453412	0
chr1	32420483	32420484	0
chr19	46615346	46615347	0
chr16	80675258	80675259	0
chr6	125161791	125161792	0
chr2	144194032	144194033	0
chr12	89032245	89032246	0
chr2	162256766	162256767	0
chr3	44639103	44639104	0
chr13	81169125	81169126	0
chr4	38976084	38976085	0
chr1	96643397	96643398	0
chr5	114342935	114342936	0
chr9	95248246	95248247	0
chr12	88164920	88164921	0
chr12	110647265	110647266	0
chr18	7688196	7688197	0
chr2	50053457	50053458	0
chr7	62340147	62340148	0
chr3	69405680	69405681	0
chr17	63072725	63072726	0
chr10	14738741	14738742	0
chr5	143202964	143202965	0
chr1	230166029	230166030	0
chr2	29361271	29361272	0
chr3	55995052	55995053	0
chr1	162783773	162783774	0
chr8	60368785	60368786	0
chr3	101434803	101434804	0
chr12	5740890	5740891	0
chr3	106601113	106601114	0
chr13	113188310	113188311	0
chr7	104618546	104618547	0
chr11	87323655	87323656	0
chr2	3514544	3514545	0
chr4	109280723	109280724	0
chr14	100030575	100030576	0
chr8	135437064	135437065	0
chr6	126179704	126179705	0
chr6	38790817	38790818	0
chr3	106426626	106426627	0
chr13	113502456	113502457	0
chr20	10381351	10381352	0
chr11	35804227	35804228	0
chr5	172753998	172753999	0
chr8	127770819	127770820	0
chr9	132865559	132865560	0
chr11	8565199	8565200	0
chr2	168745533	168745534	0
chr14	99398634	99398635	0
chr8	33439351	33439352	0
chr9	39749384	39749385	0
chr20	8535882	8535883	0
chr1	53052563	53052564	0
chr8	125712854	125712855	0
chr15	62929769	62929770	0
chr8	104459122	104459123	0
chr2	54184916	54184917	0
chr5	112776178	112776179	0
chr8	124231591	124231592	0
chr12	27461072	27461073	0
chr16	78657096	78657097	0
chr1	54266907	54266908	0
chr20	58825436	58825437	0
chr6	40837258	40837259	0
chr15	81638497	81638498	0
chr10	32081066	32081067	0
chr1	5555342	5555343	0
chr9	3734921	3734922	0
chr3	120494555	120494556	0
chr2	46132706	46132707	0
chr21	22316718	22316719	0
chr15	54407922	54407923	0
chr13	49373824	49373825	0
chr10	112577260	112577261	0
chr8	6175837	6175838	0
chr3	28592044	28592045	0
chr11	106347242	106347243	0
chr2	178807306	178807307	0
chr6	110218896	110218897	0
chr13	46742773	46742774	0
chr14	88450713	88450714	0
chr16	605429	605430	0
chr5	34422263	34422264	0
chr2	58558788	58558789	0
chr13	110632069	110632070	0
chr3	44841950	44841951	0
chr4	78187946	78187947	0
chr2	88172762	88172763	0
chr6	121142050	121142051	0
chr6	110202988	110202989	0
chr15	80915983	80915984	0
chr7	41192927	41192928	0
chr18	2582269	2582270	0
chr6	13118107	13118108	0
chr1	220755642	220755643	0
chr7	122643504	122643505	0
chr13	33820811	33820812	0
chr13	33812518	33812519	0
chr12	110228355	110228356	0
chr2	215937019	215937020	0
chr5	133889722	133889723	0
chr3	139222541	139222542	0
chr16	57048113	57048114	0
chr2	229550760	229550761	0
chr15	39243175	39243176	0
chr5	11345294	11345295	0
chr2	147527653	147527654	0
chr15	40641483	40641484	0
chr4	109646342	109646343	0
chr2	192658610	192658611	0
chr14	89028845	89028846	0
chr15	69440143	69440144	0
chr10	127313447	127313448	0
chr6	2286204	2286205	0
chr2	120529588	120529589	0
chr13	47863433	47863434	0
chr12	127714656	127714657	0
chr18	70032944	70032945	0
chr12	60222698	60222699	0
chr1	65121132	65121133	0
chr4	6048247	6048248	0
chr18	69999671	69999672	0
chr19	46070986	46070987	0
chr8	130020863	130020864	0
chr13	28070868	28070869	0
chr11	121808526	121808527	0
chr12	79456438	79456439	0
chr11	78103584	78103585	0
chr9	18799398	18799399	0
chr10	52472250	52472251	0
chr20	1642647	1642648	0
chr10	81300771	81300772	0
chr13	27658402	27658403	0
chr7	156009405	156009406	0
chr8	61884216	61884217	0
chr14	88475662	88475663	0
chr3	26707971	26707972	0
chr3	119202396	119202397	0
chr15	62546731	62546732	0
chr21	41157157	41157158	0
chr13	59658159	59658160	0
chr2	51649089	51649090	0
chr1	174028468	174028469	0
chr14	34342232	34342233	0
chr3	181231802	181231803	0
chr4	41779255	41779256	0
chr10	12686257	12686258	0
chr2	111037621	111037622	0
chr4	182666549	182666550	0
chr5	73505624	73505625	0
chr4	143175542	143175543	0
chr2	213809190	213809191	0
chr20	8810274	8810275	0
chr16	81412783	81412784	0
chr11	121188618	121188619	0
chr5	173048453	173048454	0
chr17	20714201	20714202	0
chr3	190711086	190711087	0
chr11	11346068	11346069	0
chr8	37998987	37998988	0
chr2	178625738	178625739	0
chr9	129373679	129373680	0
chr2	180103074	180103075	0
chr7	69037967	69037968	0
chr2	204758773	204758774	0
chr3	41705919	41705920	0
chr6	97110419	97110420	0
chr7	128229638	128229639	0
chr7	135176849	135176850	0
chr9	134515833	134515834	0
chr20	57320916	57320917	0
chr8	41885521	41885522	0
chr8	47879035	47879036	0
chr1	209063925	209063926	0
chr6	112011666	112011667	0
chr3	44938231	44938232	0
chr1	25487506	25487507	0
chr2	135976702	135976703	0
chr5	53068473	53068474	0
chr4	183313128	183313129	0
chr3	36662	36663	0
chr6	167008523	167008524	0
chr8	125499880	125499881	0
chr3	120142444	120142445	0
chr1	2018029	2018030	0
chr10	3912480	3912481	0
chr11	78474896	78474897	0
chr15	35416222	35416223	0
chr5	64732315	64732316	0
chr14	88464136	88464137	0
chr7	80423475	80423476	0
chr1	181267122	181267123	0
chr1	3641664	3641665	0
chr2	156466209	156466210	0
chr13	109761432	109761433	0
chr8	118206328	118206329	0
chr3	55072600	55072601	0
chr22	16928201	16928202	0
chr1	67512625	67512626	0
chr11	57436813	57436814	0
chr9	14694078	14694079	0
chr17	63584576	63584577	0
chr17	3301251	3301252	0
chr2	99986334	99986335	0
chr1	53430024	53430025	0
chr11	68943867	68943868	0
chr5	87317258	87317259	0
chr4	168580010	168580011	0
chr5	26597762	26597763	0
chr3	65519449	65519450	0
chr6	157358532	157358533	0
chr1	145888722	145888723	0
chr1	165731120	165731121	0
chr13	112569583	112569584	0
chr15	53824862	53824863	0
chr5	142338411	142338412	0
chr6	27215229	27215230	0
chr2	31920445	31920446	0
chr1	18787019	18787020	0
chr20	8561524	8561525	0
chr1	224195482	224195483	0
chr7	138951922	138951923	0
chr3	9335321	9335322	0
chr10	31401581	31401582	0
chr10	63601602	63601603	0
chr11	9754969	9754970	0
chr18	57307340	57307341	0
chr4	47028258	47028259	0
chr20	33593550	33593551	0
chr13	37890046	37890047	0
chr15	99892233	99892234	0
chr18	36086663	36086664	0
chr2	152430502	152430503	0
chr5	21670274	21670275	0
chr10	649685	649686	0
chr13	33587088	33587089	0
chr13	110656514	110656515	0
chr11	9012232	9012233	0
chr14	77391000	77391001	0
chr5	766795	766796	0
chr7	26404262	26404263	0
chr12	6649671	6649672	0
chr3	114610563	114610564	0
chr17	44421435	44421436	0
chr9	132867281	132867282	0
chr3	73675375	73675376	0
chr2	183080541	183080542	0
chr7	96815598	96815599	0
chr13	45249208	45249209	0
chr15	95746421	95746422	0
chr2	155728644	155728645	0
chr1	116302702	116302703	0
chr4	14528445	14528446	0
chr1	157037256	157037257	0
chr2	37580994	37580995	0
chr2	101496216	101496217	0
chr2	184972522	184972523	0
chr4	54012184	54012185	0
chr7	10254873	10254874	0
chr12	10231974	10231975	0
chr10	132214047	132214048	0
chr6	90014763	90014764	0
chr10	111975353	111975354	0
chr6	4960499	4960500	0
chr6	135521665	135521666	0
chr2	10207016	10207017	0
chr11	7102368	7102369	0
chr1	42194471	42194472	0
chr4	39308675	39308676	0
