"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8"
"27805733" 90.9090909090909 0 0 5.55555555555556 0 0 0 0
"44301027" 25 88.2352941176471 83.3333333333333 87.5 90 94.7368421052632 90 90
"21400042" 81.8181818181818 0 0 0 0 0 3.7037037037037 0
"8277170" 85.7142857142857 83.3333333333333 81.25 84.6153846153846 84.6153846153846 58.8235294117647 94.7368421052632 100
"36186513" 16.6666666666667 94.1176470588235 100 92.8571428571429 94.1176470588235 88.8888888888889 100 100
"11792227" 16.6666666666667 90 90 90 90 87.5 88.8888888888889 100
"7794408" 87.5 90.9090909090909 92.8571428571429 50 100 100 100 100
"36365445" 0 95.6521739130435 100 100 92.3076923076923 90 100 100
"28237001" 28.5714285714286 75 72.7272727272727 75 76.4705882352941 72.7272727272727 77.7777777777778 81.8181818181818
"11319453" 100 0 5.55555555555556 0 0 0 0 0
"36248928" 0 94.1176470588235 90.4761904761905 90 100 100 95.2380952380952 100
"18686132" 16.6666666666667 90 93.75 86.6666666666667 90.4761904761905 92.8571428571429 95 87.5
"33704684" 100 0 0 0 0 0 4.76190476190476 0
"24264240" 30 100 96 100 100 100 100 100
"19936436" 0 95 100 91.6666666666667 100 100 100 100
"11534131" 100 0 0 6.66666666666667 0 0 0 0
"638586" 0 86.6666666666667 88.2352941176471 90.9090909090909 85.7142857142857 90 86.6666666666667 92.8571428571429
"2825186" 16.6666666666667 94.7368421052632 94.7368421052632 87.5 100 100 100 100
"1470460" 88.8888888888889 0 0 0 0 0 4.34782608695652 0
"22450926" 12.5 94.4444444444444 93.3333333333333 86.6666666666667 100 100 100 100
"23776810" 0 100 100 100 100 95.4545454545455 100 100
"36508634" 0 100 94.1176470588235 100 100 100 100 100
"39371991" 0 100 94.1176470588235 100 100 100 100 100
"31443854" 85.7142857142857 0 0 5.88235294117647 0 0 0 0
"11465834" 25 93.3333333333333 94.1176470588235 84.6153846153846 93.75 92.8571428571429 95.2380952380952 100
"13971191" 0 89.4736842105263 91.6666666666667 100 85.7142857142857 85.7142857142857 85.7142857142857 85.7142857142857
"9114349" 0 100 100 100 100 100 95 100
"40054881" 9.09090909090909 90.4761904761905 94.4444444444444 84.6153846153846 92.8571428571429 100 88.2352941176471 87.5
"23675021" 75 0 0 5.26315789473684 0 0 0 0
"8336581" 0 93.75 90 87.5 100 100 100 100
"6424876" 0 93.3333333333333 92.8571428571429 100 94.4444444444444 100 90 100
"37170626" 9.09090909090909 100 94.4444444444444 100 100 100 100 100
"10344983" 88.8888888888889 0 0 0 0 0 4.54545454545455 0
"11362230" 0 94.4444444444444 91.6666666666667 91.6666666666667 100 100 93.3333333333333 100
"13931607" 14.2857142857143 100 94.7368421052632 100 100 100 100 100
"15119621" 36.3636363636364 95 96.4285714285714 100 92.8571428571429 90.9090909090909 92.3076923076923 100
"10974771" 0 95.6521739130435 100 91.6666666666667 100 92.3076923076923 100 100
"21840782" 16.6666666666667 84.2105263157895 89.4736842105263 80 83.3333333333333 87.5 81.25 83.3333333333333
"17365086" 28.5714285714286 94.1176470588235 90.4761904761905 90.9090909090909 94.7368421052632 90.9090909090909 94.7368421052632 100
"32083889" 42.8571428571429 94.1176470588235 94.4444444444444 100 93.75 87.5 94.1176470588235 100
"25877925" 90 92.8571428571429 94.4444444444444 60 100 100 100 100
"17121829" 27.2727272727273 100 100 100 100 100 96.1538461538462 100
"41622825" 28.5714285714286 100 95.4545454545455 100 100 100 100 100
"38337327" 100 92.8571428571429 93.3333333333333 63.6363636363636 100 100 100 100
"18230622" 25 95.4545454545455 95.8333333333333 100 95 100 94.1176470588235 100
"41743765" 12.5 94.7368421052632 92.8571428571429 93.3333333333333 100 100 100 100
"6252399" 100 94.4444444444444 94.1176470588235 71.4285714285714 100 100 100 100
"35711009" 0 93.3333333333333 90 92.8571428571429 92.8571428571429 100 88.2352941176471 100
"35858717" 0 88.2352941176471 88.2352941176471 100 85 92.3076923076923 88.8888888888889 83.3333333333333
"33704685" 100 5.26315789473684 0 9.09090909090909 0 0 0 0
"37607713" 0 95.6521739130435 96.551724137931 80 100 100 100 100
"3322866" 27.2727272727273 95.8333333333333 93.75 100 94.7368421052632 100 95.4545454545455 90
"7179435" 100 4.16666666666667 0 0 0 0 0 0
"3232258" 0 90.9090909090909 83.3333333333333 90.9090909090909 95 90 92.3076923076923 100
"34641670" 0 90 86.6666666666667 93.3333333333333 88.2352941176471 85.7142857142857 92.8571428571429 100
"32888530" 100 93.3333333333333 93.3333333333333 64.2857142857143 100 100 100 100
"5879548" 100 93.3333333333333 92.8571428571429 66.6666666666667 100 100 100 100
"865687" 14.2857142857143 94.1176470588235 100 100 90.9090909090909 92.3076923076923 94.4444444444444 88.8888888888889
"12197811" 0 93.3333333333333 92.8571428571429 90 91.6666666666667 100 94.1176470588235 87.5
"22782690" 88.8888888888889 0 5.88235294117647 0 0 0 0 0
"27570260" 100 0 0 7.69230769230769 0 0 0 0
"32647114" 0 100 100 92.3076923076923 100 100 100 100
"35978492" 90 93.3333333333333 94.7368421052632 62.5 100 100 100 100
"42388586" 16.6666666666667 95 91.6666666666667 94.1176470588235 100 100 100 100
"6891341" 100 0 0 0 0 0 5.55555555555556 0
"21375473" 100 0 0 0 0 0 5.55555555555556 0
"29891789" 85.7142857142857 0 0 6.66666666666667 0 0 0 0
"36634102" 28.5714285714286 93.3333333333333 90 100 93.75 100 92.8571428571429 88.8888888888889
"29255357" 0 100 100 100 100 100 94.4444444444444 100
"15585140" 80 0 0 6.25 0 0 0 0
"16124283" 0 94.7368421052632 100 100 90 85.7142857142857 93.3333333333333 100
"42598319" 45.4545454545455 84.2105263157895 82.3529411764706 83.3333333333333 85.7142857142857 86.9565217391304 86.6666666666667 83.3333333333333
"10284230" 25 100 100 94.1176470588235 100 100 100 100
"15837640" 11.1111111111111 100 100 100 100 100 95 100
"19636370" 100 93.3333333333333 94.1176470588235 66.6666666666667 100 100 100 100
"40455388" 0 95.2380952380952 100 100 93.3333333333333 100 100 91.6666666666667
"38429304" 100 94.4444444444444 94.1176470588235 70 100 100 100 100
"33881423" 16.6666666666667 95.6521739130435 100 93.75 100 100 100 100
"28002567" 37.5 100 100 95 100 100 100 100
"17170492" 16.6666666666667 100 100 93.3333333333333 100 100 100 100
"5237904" 42.8571428571429 96.1538461538462 94.7368421052632 100 96.6666666666667 100 92.5925925925926 100
"28150624" 0 94.4444444444444 100 94.4444444444444 93.3333333333333 83.3333333333333 94.4444444444444 100
"44835847" 100 88.8888888888889 87.5 42.8571428571429 100 100 100 100
"28621153" 0 95.2380952380952 100 90.4761904761905 93.75 88.8888888888889 93.3333333333333 100
"40923602" 100 94.1176470588235 93.75 71.4285714285714 100 100 100 100
"22248369" 81.8181818181818 0 0 6.66666666666667 0 0 0 0
"14081851" 25 100 94.7368421052632 100 100 100 100 100
"4908199" 0 94.4444444444444 100 100 94.1176470588235 100 89.2857142857143 100
"4067488" 0 93.75 90 87.5 100 94.7368421052632 100 100
"6628463" 90 92.3076923076923 92.3076923076923 66.6666666666667 100 100 100 100
"10170367" 16.6666666666667 100 94.1176470588235 100 100 100 100 100
"35178763" 93.3333333333333 94.4444444444444 66.6666666666667 100 100 100 100 100
"38631268" 100 94.4444444444444 95.2380952380952 70.5882352941177 100 100 100 100
"34555411" 83.3333333333333 90.9090909090909 92.3076923076923 50 100 100 100 100
"18085647" 0 94.1176470588235 97.0588235294118 93.3333333333333 100 100 94.1176470588235 100
"22108611" 0 100 100 91.6666666666667 100 100 100 100
"30197317" 0 100 100 91.6666666666667 100 100 100 100
"261990" 0 92.3076923076923 90 92.3076923076923 90.9090909090909 87.5 100 100
"38473956" 25 100 100 93.75 100 100 100 100
"16096544" 100 0 0 8.33333333333333 0 0 0 0
"29264184" 100 0 0 8.33333333333333 0 0 0 0
"22405224" 100 0 7.14285714285714 0 0 0 0 0
"23245720" 66.6666666666667 0 4.76190476190476 0 0 0 0 0
"14537196" 22.2222222222222 100 94.4444444444444 100 100 100 100 100
"37852892" 0 100 92.8571428571429 100 100 100 100 100
"29119414" 30 100 95 100 100 100 100 100
"16794044" 100 91.6666666666667 92.8571428571429 55.5555555555556 100 100 100 100
"13909258" 0 93.75 88.8888888888889 85.7142857142857 93.75 94.1176470588235 93.3333333333333 100
"25439885" 18.1818181818182 100 94.1176470588235 100 100 100 100 100
"16168552" 0 100 100 100 95.2380952380952 100 100 100
"28567271" 0 85.7142857142857 89.4736842105263 100 83.3333333333333 87.5 86.6666666666667 80
"30364942" 0 96.1538461538462 95.2380952380952 100 92.8571428571429 100 100 91.6666666666667
"26231049" 0 93.3333333333333 83.3333333333333 100 92.8571428571429 92.8571428571429 93.75 100
"41381516" 33.3333333333333 95.4545454545455 100 93.75 93.3333333333333 92.8571428571429 94.4444444444444 100
"5787179" 30 92.8571428571429 94.4444444444444 90.9090909090909 92.3076923076923 93.3333333333333 94.1176470588235 100
"37856082" 100 94.7368421052632 94.1176470588235 71.4285714285714 100 100 100 100
"1550230" 100 94.4444444444444 93.75 72.7272727272727 100 100 100 100
"36191254" 33.3333333333333 89.4736842105263 90 92.8571428571429 89.4736842105263 92.8571428571429 90.9090909090909 92.8571428571429
"21246569" 35.7142857142857 88.8888888888889 88.4615384615385 90.9090909090909 90.9090909090909 93.75 90.4761904761905 85.7142857142857
"23605545" 100 94.4444444444444 95 73.3333333333333 100 100 100 100
"36205402" 100 94.7368421052632 95 75 100 100 100 100
"11065240" 0 94.1176470588235 91.304347826087 100 92.3076923076923 82.3529411764706 94.1176470588235 100
"31454912" 0 84.6153846153846 85.7142857142857 88.8888888888889 87.5 80 90 85.7142857142857
"40844742" 100 93.3333333333333 92.3076923076923 66.6666666666667 100 100 100 100
"35721576" 22.2222222222222 100 100 100 100 100 95.2380952380952 100
"41134727" 0 95.2380952380952 93.3333333333333 100 100 100 91.6666666666667 100
"37207148" 31.5789473684211 94.7368421052632 95 100 95 92.3076923076923 100 100
"29016979" 50 95 93.3333333333333 100 93.75 100 94.1176470588235 91.6666666666667
"9255506" 100 92.3076923076923 92.8571428571429 57.1428571428571 100 100 100 100
"30960494" 87.5 0 0 7.69230769230769 0 0 0 0
"12103200" 33.3333333333333 100 95 100 100 100 100 100
"17369733" 33.3333333333333 100 95 100 100 100 100 100
"2192251" 66.6666666666667 0 0 5.88235294117647 0 0 0 0
"30194671" 57.1428571428571 15 17.6470588235294 14.2857142857143 15.3846153846154 9.09090909090909 17.6470588235294 16.6666666666667
"32966001" 33.3333333333333 100 100 94.1176470588235 100 100 100 100
"28058794" 25 95.6521739130435 100 84.6153846153846 100 100 100 100
"34780499" 83.3333333333333 76.9230769230769 77.7777777777778 37.5 85.7142857142857 88.8888888888889 88.8888888888889 88.8888888888889
"13664843" 100 96 95.6521739130435 77.7777777777778 100 100 100 100
"5720894" 100 94.1176470588235 93.3333333333333 71.4285714285714 100 100 100 100
"3113067" 33.3333333333333 93.75 91.6666666666667 100 92.3076923076923 88.2352941176471 90.9090909090909 100
"31906255" 100 94.7368421052632 93.75 72.7272727272727 100 100 100 100
"42588023" 57.1428571428571 0 4.34782608695652 0 0 0 0 0
"28621156" 40 86.6666666666667 91.6666666666667 92.3076923076923 85 87.5 84.6153846153846 85.7142857142857
"38229470" 11.1111111111111 93.3333333333333 100 100 91.6666666666667 92.8571428571429 90 87.5
"2352377" 100 0 7.69230769230769 0 0 0 0 0
"11343828" 100 0 7.69230769230769 0 0 0 0 0
"10423298" 0 100 92.3076923076923 100 100 100 100 100
"13778896" 0 100 92.3076923076923 100 100 100 100 100
"22871547" 0 100 92.3076923076923 100 100 100 100 100
"28852605" 0 100 92.3076923076923 100 100 100 100 100
"12860432" 0 88.8888888888889 100 83.3333333333333 88.8888888888889 93.75 90.9090909090909 87.5
"32009338" 100 0 0 9.09090909090909 0 0 0 0
"40664506" 100 0 0 9.09090909090909 0 0 0 0
"5416164" 0 100 100 90.9090909090909 100 100 100 100
"42589929" 0 94.7368421052632 100 95.8333333333333 100 100 94.1176470588235 100
"37789767" 100 94.1176470588235 94.1176470588235 66.6666666666667 100 100 100 100
"27706379" 85.7142857142857 0 6.66666666666667 0 0 0 0 0
"36954827" 100 5.26315789473684 10 0 0 0 0 0
"36547226" 25 85.7142857142857 89.4736842105263 88.8888888888889 87.5 85.7142857142857 88.8888888888889 90.9090909090909
"38490185" 100 92.8571428571429 92.8571428571429 66.6666666666667 100 100 100 100
"43847035" 100 95.2380952380952 95.2380952380952 77.7777777777778 100 100 100 100
"22493033" 77.7777777777778 0 0 7.14285714285714 0 0 0 0
"11321261" 90.9090909090909 0 0 0 0 0 5.88235294117647 0
"25989542" 12.5 92.8571428571429 100 100 92.3076923076923 90 90.9090909090909 100
"14915995" 45.4545454545455 94.4444444444444 92.8571428571429 100 94.7368421052632 88.2352941176471 94.1176470588235 100
"13586275" 100 0 0 0 0 6.25 0 0
"22781170" 0 100 100 100 100 93.75 100 100
"36126489" 100 0 0 0 0 6.25 0 0
"34608499" 75 0 5.88235294117647 0 0 0 0 0
"11362086" 0 93.3333333333333 92.8571428571429 100 90.9090909090909 92.8571428571429 93.3333333333333 85.7142857142857
"38540082" 100 94.1176470588235 93.75 66.6666666666667 100 100 100 100
"21194470" 66.6666666666667 0 5.26315789473684 0 0 0 0 0
"38828693" 100 91.6666666666667 90 55.5555555555556 100 100 100 100
"37597458" 83.3333333333333 0 0 0 0 5.26315789473684 0 0
"36397133" 0 94.7368421052632 93.3333333333333 100 100 100 100 100
"3807675" 100 93.75 92.8571428571429 70 100 100 100 100
"23480285" 75 0 0 0 0 4.76190476190476 0 0
"6535448" 0 92.8571428571429 100 100 92.8571428571429 100 91.6666666666667 83.3333333333333
"7804964" 33.3333333333333 100 100 93.75 100 100 100 100
"41102082" 71.4285714285714 0 0 0 0 4.54545454545455 0 0
"43304436" 28.5714285714286 100 100 100 100 95.4545454545455 100 100
"26010522" 37.5 95.6521739130435 90.9090909090909 100 95.4545454545455 90 100 100
"39315270" 0 93.75 91.6666666666667 90.9090909090909 100 100 91.6666666666667 100
"2593194" 16.6666666666667 100 93.3333333333333 100 100 100 100 100
"20417847" 16.6666666666667 100 93.3333333333333 100 100 100 100 100
"16087162" 0 95 96 100 100 100 91.6666666666667 100
"35952222" 25 90 86.3636363636364 81.8181818181818 94.1176470588235 90 94.4444444444444 100
"21710952" 100 94.1176470588235 94.1176470588235 72.7272727272727 100 100 100 100
"10356744" 55.5555555555556 100 96.4285714285714 100 100 100 100 100
"21967337" 0 100 100 100 95 100 96 100
"29448370" 23.0769230769231 92.3076923076923 100 93.3333333333333 90 92.8571428571429 94.4444444444444 90.9090909090909
"11713310" 71.4285714285714 0 0 0 0 0 4.76190476190476 0
"32008573" 0 100 100 100 100 100 93.3333333333333 100
"3770582" 30 100 100 93.3333333333333 100 100 100 100
"33142503" 0 90 92.3076923076923 92.3076923076923 91.6666666666667 100 95 90
"44747666" 100 94.1176470588235 94.7368421052632 66.6666666666667 100 100 100 100
"10345600" 85.7142857142857 0 0 0 0 5.55555555555556 0 0
"8520083" 90 92.3076923076923 55.5555555555556 100 100 100 100 100
"19270694" 8.33333333333333 91.6666666666667 92.8571428571429 100 92.8571428571429 84.6153846153846 94.4444444444444 91.6666666666667
"23860867" 90.9090909090909 92.3076923076923 93.75 66.6666666666667 100 100 100 100
"40023486" 14.2857142857143 92.8571428571429 100 100 92.8571428571429 82.3529411764706 94.1176470588235 100
"29934054" 0 94.4444444444444 95.2380952380952 100 100 100 95.4545454545455 100
"17527749" 92.3076923076923 94.1176470588235 92.3076923076923 91.6666666666667 69.2307692307692 100 100 100
"4630945" 33.3333333333333 96.4285714285714 95.2380952380952 100 100 100 100 100
"33628825" 85.7142857142857 90.9090909090909 93.75 56.25 100 100 100 100
"2015203" 0 13.3333333333333 13.3333333333333 61.5384615384615 0 0 0 0
"23478877" 16.6666666666667 93.3333333333333 95.2380952380952 100 91.6666666666667 94.4444444444444 92.3076923076923 100
"29710174" 42.8571428571429 85.7142857142857 82.3529411764706 90.9090909090909 85.7142857142857 83.3333333333333 88.8888888888889 87.5
"827337" 81.8181818181818 0 0 0 0 0 5.55555555555556 0
"42274145" 0 94.7368421052632 88.8888888888889 91.6666666666667 100 100 92.3076923076923 100
"27486676" 22.2222222222222 93.3333333333333 100 100 90.9090909090909 100 90 88.8888888888889
"9893754" 100 95 95.4545454545455 71.4285714285714 100 100 100 100
"27558794" 100 94.1176470588235 93.75 72.7272727272727 100 100 100 100
"10773504" 14.2857142857143 100 100 91.6666666666667 100 100 100 100
"38192808" 71.4285714285714 0 5.88235294117647 0 0 0 0 0
"8138643" 83.3333333333333 84.6153846153846 0 100 100 100 100 100
"23586537" 100 95.2380952380952 94.1176470588235 75 100 100 100 100
"30485771" 14.2857142857143 100 100 100 100 100 94.1176470588235 100
"11964360" 100 93.75 92.3076923076923 66.6666666666667 100 100 100 100
"41257241" 0 90.4761904761905 88.8888888888889 100 91.6666666666667 100 94.1176470588235 87.5
"35967831" 0 100 100 100 100 93.3333333333333 100 100
"37187616" 0 100 100 100 100 93.3333333333333 100 100
"27556685" 100 0 0 0 0 6.66666666666667 0 0
"10785124" 16.6666666666667 100 100 100 100 94.4444444444444 100 100
"24685681" 0 93.75 91.6666666666667 94.1176470588235 91.6666666666667 100 92.8571428571429 100
"7170175" 90.9090909090909 0 0 0 0 0 6.25 0
"34137664" 100 92.3076923076923 91.6666666666667 64.2857142857143 100 100 100 100
"41134351" 0 100 91.6666666666667 100 100 100 100 100
"43523241" 0 100 91.6666666666667 100 100 100 100 100
"8110553" 0 90.4761904761905 90.9090909090909 100 92.8571428571429 91.6666666666667 88.2352941176471 87.5
"22054792" 14.2857142857143 100 92.8571428571429 100 100 100 100 100
"13363684" 53.8461538461538 100 96.1538461538462 100 100 100 100 100
"41824118" 42.8571428571429 100 95.2380952380952 100 100 100 100 100
"44137014" 77.7777777777778 0 0 7.69230769230769 0 0 0 0
"25892237" 100 90.9090909090909 90.9090909090909 47.3684210526316 100 100 100 100
"3047035" 33.3333333333333 94.1176470588235 95.2380952380952 100 94.7368421052632 100 92.8571428571429 87.5
"41101381" 25 94.7368421052632 100 100 90.9090909090909 100 90 90
"14061532" 0 93.75 100 85.7142857142857 100 100 100 100
"40780593" 0 80 75 90.9090909090909 81.25 73.3333333333333 84.2105263157895 83.3333333333333
"23918500" 33.3333333333333 100 100 93.3333333333333 100 100 100 100
"33118410" 33.3333333333333 100 100 93.3333333333333 100 100 100 100
"41071184" 33.3333333333333 100 100 93.3333333333333 100 100 100 100
"9342218" 66.6666666666667 0 0 6.66666666666667 0 0 0 0
"16044187" 66.6666666666667 0 0 6.66666666666667 0 0 0 0
"3077302" 50 100 100 95 100 100 100 100
"25696544" 0 100 100 90 100 100 100 100
"37224025" 0 100 100 90 100 100 100 100
"14420291" 0 95 100 100 100 93.3333333333333 100 100
"4980468" 83.3333333333333 0 0 8.33333333333333 0 0 0 0
"3106249" 0 85.7142857142857 89.4736842105263 84.6153846153846 87.5 100 85.7142857142857 85.7142857142857
"44095497" 100 95.2380952380952 95.8333333333333 72.7272727272727 100 100 100 100
"27760822" 0 95.2380952380952 93.3333333333333 90 100 90.9090909090909 100 100
"23789797" 41.6666666666667 100 100 100 100 96 100 100
"26044087" 83.3333333333333 0 0 0 0 0 5.88235294117647 0
"13916114" 16.6666666666667 94.1176470588235 94.4444444444444 88.8888888888889 92.3076923076923 88.8888888888889 100 100
"11334168" 0 92.3076923076923 91.6666666666667 80 100 100 100 100
"4054939" 100 93.75 93.75 71.4285714285714 100 100 100 100
"42298299" 0 92.8571428571429 95 100 93.3333333333333 100 88.2352941176471 100
"29191293" 92.3076923076923 93.75 92.8571428571429 61.5384615384615 100 100 100 100
"6247196" 77.7777777777778 0 6.66666666666667 0 0 0 0 0
"22230040" 22.2222222222222 93.3333333333333 94.1176470588235 88.8888888888889 93.3333333333333 83.3333333333333 100 100
"35737935" 0 90 87.5 93.3333333333333 87.5 83.3333333333333 95.4545454545455 100
"11299547" 22.2222222222222 100 100 100 100 100 94.4444444444444 100
"13174335" 0 100 100 100 100 100 92.8571428571429 100
"15659726" 0 100 100 100 100 100 92.8571428571429 100
"34614040" 100 0 0 0 0 0 7.14285714285714 0
"23987231" 0 95.2380952380952 100 89.4736842105263 93.75 90 91.304347826087 100
"10707491" 12.5 100 100 100 100 100 93.75 100
"29452353" 87.5 90.9090909090909 41.6666666666667 100 100 100 100 100
"32607210" 88.8888888888889 0 7.69230769230769 0 0 0 0 0
"24493091" 75 0 0 7.69230769230769 0 0 0 0
"35897515" 0 90 100 100 88.8888888888889 87.5 87.5 85.7142857142857
"35737690" 0 94.1176470588235 90 100 93.75 100 100 87.5
"14408086" 0 82.3529411764706 78.5714285714286 75 83.3333333333333 81.25 87.5 83.3333333333333
"39636086" 42.8571428571429 100 100 94.1176470588235 100 100 100 100
"18444349" 50 100 95.6521739130435 100 100 100 100 100
"36027824" 50 100 95.6521739130435 100 100 100 100 100
"1815576" 30 92.8571428571429 95.4545454545455 87.5 92.3076923076923 94.4444444444444 92.3076923076923 100
"38444926" 42.8571428571429 84.6153846153846 80 83.3333333333333 85.7142857142857 89.4736842105263 83.3333333333333 85.7142857142857
"11110376" 25 95.8333333333333 94.1176470588235 100 100 100 100 100
"11110158" 100 95 93.75 75 100 100 100 100
"8508360" 100 94.7368421052632 93.75 75 100 100 100 100
"22777827" 33.3333333333333 95.6521739130435 100 87.5 100 100 100 100
"33426110" 0 84.6153846153846 94.7368421052632 84.6153846153846 85.7142857142857 91.6666666666667 85 85.7142857142857
"28118609" 42.8571428571429 100 95 100 100 100 100 100
"15586185" 28.5714285714286 100 93.75 100 100 100 100 100
"23013438" 41.6666666666667 95.2380952380952 100 100 93.3333333333333 86.6666666666667 95 100
"13660827" 85.7142857142857 0 4.76190476190476 4.54545454545455 0 0 0 0
"33130518" 18.1818181818182 95.4545454545455 100 95.2380952380952 100 100 100 100
"21751704" 87.5 0 7.69230769230769 0 0 0 0 0
"13687971" 44.4444444444444 95.8333333333333 92.8571428571429 90 100 100 100 100
"30492538" 0 91.6666666666667 94.1176470588235 90.9090909090909 94.4444444444444 100 100 87.5
"22408271" 22.2222222222222 78.5714285714286 84.6153846153846 80 77.7777777777778 73.3333333333333 80 77.7777777777778
"13183471" 100 94.1176470588235 93.3333333333333 72.7272727272727 100 100 100 100
"14188101" 66.6666666666667 4.16666666666667 0 8.33333333333333 0 0 0 0
"4396592" 33.3333333333333 100 94.1176470588235 100 100 100 100 100
"36919467" 33.3333333333333 100 94.1176470588235 100 100 100 100 100
"21327490" 0 94.4444444444444 92.8571428571429 100 100 90.9090909090909 100 100
"11312023" 36.3636363636364 100 100 93.3333333333333 100 100 100 100
"8947996" 100 0 0 0 0 7.14285714285714 0 0
"19132601" 100 0 0 0 0 7.14285714285714 0 0
"9934092" 87.5 0 0 0 0 6.25 0 0
"3277790" 77.7777777777778 0 0 0 0 5.55555555555556 0 0
"32344776" 0 89.4736842105263 80 100 90.9090909090909 90.9090909090909 94.1176470588235 91.6666666666667
"19132051" 100 4.76190476190476 0 0 0 0 0 0
"20401285" 100 92.8571428571429 90.9090909090909 62.5 100 100 100 100
"41166013" 0 100 95 100 100 100 95.2380952380952 100
"11011598" 62.5 0 5.55555555555556 0 0 0 0 0
"6544073" 22.2222222222222 94.7368421052632 88.2352941176471 90 100 100 100 100
"10231403" 25 100 93.3333333333333 100 100 100 100 100
"8003822" 0 92.3076923076923 94.4444444444444 100 94.1176470588235 77.7777777777778 100 100
"43799732" 60 86.6666666666667 86.6666666666667 83.3333333333333 87.5 91.6666666666667 87.5 85.7142857142857
